,CountryCode,Year,NCD_BMI_30A,NCD_DIABETES_PREVALENCE_CRUDE,NCD_GLUC_03,NCD_PAA,SI_POV_DAY1,WHS5_512,WHOSIS_000001,WSH_SANITATION_BASIC,PHE_HHAIR_PROP_POP_POLLUTING_FUELS,GDP_CURRENT_USD
3556,MHL,2014,42.714071,28.484637,20.7,28.964001,,,,83.67295,35.9,186000000.0
3557,AUT,1994,10.330434,5.3722207,5.0,,,,,,0.0,202738023129.743
3558,VEN,2007,21.739085,9.3017906,7.9,39.382275,,,74.52946535,90.2162,3.1,230364012575.687
3559,IRL,2002,20.469193,4.8470087,6.1,37.65572,,,77.48003704,90.41756,0.0,128596035288.401
3560,ETH,1990,0.35778345,3.7447158,2.1,,,,,,99.3,12478943895.1691
3561,MLT,2018,31.365338,12.88828,,43.401714,,,82.26456738,99.96452,0.0,16153779511.1559
3562,SLB,2001,15.890858,5.9389908,7.6,35.495842,,,63.45373664,20.62504,91.5,409508552.979972
3563,ISL,2012,18.737908,5.3903673,7.0,28.64587,0.0,,81.9847692,98.78442,0.0,14751508133.5443
3564,BRB,2002,23.551401,16.940266,10.1,35.583904,,,74.85759375,89.85375,0.0,3106500000.0
3565,NRU,1996,66.391355,25.087664,25.1,,,,,,0.0,37458801.2139605
3566,LTU,2018,24.363852,13.321878,,20.833952,,,75.75173506,93.25247,0.0,54261795148.5372
3567,TKL,2007,62.649661,35.214522,,,,,,,67.0,
3568,CHN,1994,1.6285254,4.7399994,4.5,,,,,,65.3,566929539493.172
3569,BRA,2002,13.199334,6.4316712,6.0,32.432144,10.3,,72.03662703,74.92798,9.9,509795273806.715
3570,LTU,2020,24.840726,14.079852,,20.516188,,,74.89538008,94.28306,0.0,57412038533.2718
3571,WB_UMI,2002,7.8921594,6.6453248,6.5,21.794121,,,70.1811273,,,
3572,PAK,2011,11.950167,15.451406,9.2,35.134171,7.9,,64.54188869,51.32672,63.4,230586581059.665
3573,HTI,2012,8.3101414,15.986416,6.5,24.950228,25.0,,61.52991507,29.26475,96.2,13708925477.1304
3574,NPL,2005,1.8961731,8.5533679,7.2,10.420341,,,68.18944823,27.18324,86.7,8130258377.90964
3575,PSE,2011,33.748323,13.415995,,36.184166,,,72.78320408,94.34364,,11186100000.0
3576,COM,2005,7.6781794,4.0998973,4.4,10.903718,,,64.27700657,32.61811,98.6,653845169.168576
3577,AZE,1990,12.071865,6.2300656,5.7,,,,,,59.2,8884848484.84848
3578,SGP,1992,4.2225312,10.354239,7.1,,,,,,0.0,52131320032.8797
3579,GHA,1999,5.6677431,3.9092503,3.5,,,,,,94.4,7718109982.26093
3580,MYS,2002,10.373452,10.421535,7.6,41.150047,,,73.78194217,93.45575,1.9,100845526315.789
3581,COL,2004,13.766444,6.9181621,6.3,27.481117,10.9,,73.98320442,79.00256,18.8,117092416666.245
3582,AGO,1994,3.8133733,8.7012045,2.9,,,,,,62.3,4438321017.39068
3583,NIC,1992,14.336888,4.9807724,4.8,,,,,,77.7,1792800000.0
3584,BLR,2001,18.643154,5.5252295,7.8,18.539808,3.2,,68.38068954,92.04609,6.2,12354820143.8849
3585,DMA,2016,27.156505,22.612125,,27.039146,,,,80.36642,11.0,612711111.111111
3586,BRB,2014,32.248685,24.323276,14.1,40.714531,,,76.24311034,95.85529,0.0,5365976700.0
3587,BHR,2017,34.059319,15.387081,,36.958015,,,75.71095601,100.0,0.0,37204813829.7872
3588,BRN,2005,17.502837,10.25038,7.5,27.492544,,,76.47714892,78.79802,0.0,10547202612.4295
3589,UGA,2022,7.9045609,3.6312334,,5.5496364,,,,21.01213,98.4,45565333216.4142
3590,YEM,2014,9.9524066,10.728168,7.7,25.6353,18.8,,68.71723916,51.23211,42.2,43228585321.3737
3591,GNQ,2019,16.28966,11.045355,,19.825209,,,61.38714512,,76.7,11364133549.7478
3592,KOR,2020,6.4759851,13.417628,,54.888184,,,83.79726372,99.8416,0.0,1644312831906.17
3593,CAF,1990,1.5239673,8.2331091,2.9,,,,,,99.3,1440711459.16967
3594,WSM,2015,57.725555,15.226611,,19.537304,,,70.01944065,95.41098,68.2,824150498.653536
3595,WB_UMI,2006,8.9403607,7.434082,7.4,22.499678,,,71.61510574,,,
3596,ISL,2004,16.216481,4.7413524,7.1,31.236597,0.2,,80.76637117,98.79332,0.0,13825302535.7699
3597,AUS,2006,23.104127,6.1514176,7.0,26.534281,,,81.04245453,99.99375,0.0,748417562769.636
3598,MDV,2007,9.0375893,5.3195238,7.5,24.745422,,,73.714686,84.0726,16.3,1868383460.9375
3599,PRK,1991,2.1816894,5.7092309,4.6,,,,,,99.5,
3600,LTU,2007,21.791668,9.8136239,8.7,22.841946,1.2,,70.61092139,87.69205,0.0,39729151614.6689
3601,GLOBAL,2002,9.281762,7.9826042,6.4,23.851969,25.5,,67.35830321,57.4973,49.714176728,
3602,BHS,2020,45.784289,19.782838,,37.218197,,,72.61586296,,0.0,10363200000.0
3603,SDN,2001,7.1074039,10.559972,,22.803381,,,62.9787096,20.60757,91.2,15716361792.1926
3604,SYC,1997,17.28594,12.428682,6.9,,,,,,0.0,598966982.350186
3605,JPN,1997,2.3356551,8.4907249,8.0,,,,,,0.0,4492448605638.94
3606,ISR,2004,20.291843,9.8974347,6.7,33.281197,,,79.54240915,100.0,0.0,140047984605.087
3607,OMN,1998,17.085399,11.646312,6.2,,,,,,0.0,16044213263.9792
3608,KNA,2012,38.738459,16.571493,14.0,37.366215,,,,94.29954,0.0,824585185.185185
3609,GRL,2012,23.253562,6.5860972,,,,,,,,2609678486.36749
3610,SOM,1999,4.976226,5.9235938,3.7,,,,,,99.6,3045751527.66005
3611,TUV,2006,55.887133,16.891779,19.1,33.662086,,,,82.46542,77.6,24096875.4635825
3612,TKM,2002,12.56482,13.452768,5.9,16.500187,,,65.87608131,93.08243,0.5,4462029108.72349
3613,CZE,2010,21.186854,8.4334716,9.1,23.242044,0.0,,77.55051822,99.13021,0.0,211168667286.27
3614,QAT,1997,23.52224,12.554309,9.3,,,,,,0.0,11297802115.3846
3615,ITA,1994,12.412993,6.3311316,6.5,,,,,,0.0,1101750159702.21
3616,MDV,2008,9.4623595,5.3919658,7.6,24.651953,,,74.09191071,85.33349,12.1,2271646187.5
3617,BRA,1991,8.948873,5.1647298,4.8,,,,,,22.3,342534090909.091
3618,LUX,2014,18.1905,7.1393199,6.8,18.269407,0.2,,82.1608587,97.61614,0.0,68804811897.6445
3619,UZB,2013,21.955667,9.7037457,8.3,19.826954,,12.0,68.3723982,95.20868,15.3,73180037914.9104
3620,MDA,2001,20.59128,6.1474651,6.8,15.649279,27.2,,66.20689138,71.95209,32.9,1480673594.05602
3621,GLOBAL,2020,14.938761,13.724971,,30.373615,,,72.45043871,78.47942,29.142460897,
3622,MKD,2001,17.399547,6.5286167,6.9,22.186956,,,73.26733128,88.62522,43.85,3709636030.66578
3623,IRQ,2020,39.329401,19.828424,,51.153214,,,70.41410059,98.49327,0.7,180898797516.874
3624,BRA,2007,15.73599,7.256896,6.7,33.958897,6.8,,73.5789865,79.29598,7.3,1397114486368.67
3625,WB_HI,2019,24.796899,11.698682,,32.376087,,,80.90566753,,,
3626,TKM,2014,18.087298,14.457677,10.2,13.440405,,,68.91649587,97.00678,0.1,43524210526.3158
3627,ZAF,1998,21.547717,10.58656,6.4,,,,,,46.9,152982984557.233
3628,IDN,2010,5.1796578,5.7450384,6.3,16.27178,15.7,,69.23625966,61.8457,59.7,755094157621.936
3629,BLZ,2018,39.410514,14.682238,,39.854828,,,74.57665716,88.18442,16.7,2293250000.0
3630,MDA,2009,22.614965,7.3340327,8.3,13.591759,1.0,,68.02716399,76.32331,9.7,5439434271.78807
3631,NZL,2005,25.315058,7.4018829,7.8,20.960028,,,79.93637338,100.0,0.0,114720129550.095
3632,FIN,2005,17.823435,6.7934312,7.4,22.401548,0.0,,78.98273143,99.44815,0.0,204859368790.661
3633,SEAR,1992,1.198776,8.19951,4.5,,,,,,88.21,
3634,MLT,2005,28.423962,10.934232,9.3,52.367199,,,79.12587951,99.96488,0.0,6393234964.93061
3635,ETH,1994,0.44160429,4.1831072,2.4,,,,,,99.2,7100806753.92942
3636,HND,2004,17.236936,6.0215909,5.3,29.271416,27.2,,70.3400508,68.28507,64.0,8869299234.3377
3637,WSM,2006,51.286268,14.599404,17.8,30.199799,,,70.43219518,92.23782,77.0,499923757.780736
3638,BGR,2017,19.087683,13.245523,,29.141287,,,74.71989724,86.00395,,59167647387.606
3639,ATG,2018,30.585235,20.085986,,36.508934,,,75.62352245,97.39702,0.0,1661529629.62963
3640,IRL,2017,26.633778,7.9094097,,25.551418,,,81.60361469,89.3966,0.0,348532394023.595
3641,BMU,2001,19.161707,13.673711,,,,,,,,3680483000.0
3642,TTO,1993,16.34855,10.726275,4.7,,,,,,0.0,4669491134.2478
3643,NLD,2001,11.617865,6.0276303,5.4,19.239494,,,78.21818271,98.03166,0.0,432536219668.898
3644,ARM,2005,17.319734,9.5232904,9.9,23.644396,4.5,,72.0754129,88.8985,9.2,4900469511.10191
3645,BRB,1995,18.581913,12.991579,8.1,,,,,,0.0,2216974096.35559
3646,AMR,2019,31.804284,13.524017,,34.58115,,,77.07402622,92.0369,7.43,
3647,LBY,1990,18.033232,9.3017705,7.2,,,,,,,28904183602.4818
3648,KIR,2006,41.066253,20.348373,17.8,39.421928,12.9,,61.1004495,37.61166,98.4,112338353.264712
3649,BGR,2006,15.752271,9.0627238,8.8,23.019466,5.5,,72.62332365,85.88941,,34380536495.6739
3650,GLOBAL,2018,14.163043,12.743396,,29.505184,,,72.88886288,76.33427,31.82858329,
3651,PRY,1998,16.175066,6.4158656,4.5,,,,,,52.1,9260481572.42462
3652,PAK,1996,4.4353418,9.1868721,6.4,,,,,,81.4,63320170084.4076
3653,TKM,1999,11.335666,12.492183,5.3,,,,,,0.8,2450564100.18292
3654,MLI,2012,7.6156639,4.8010219,4.7,33.069065,,,59.27099434,32.88169,99.1,14891957623.4895
3655,OMN,2019,28.999919,16.403124,,39.214653,,,75.28986006,99.32004,0.0,88060858257.4772
3656,CHL,2009,27.173176,10.549415,10.0,28.44071,2.6,,79.00490643,96.63702,0.0,171777900623.892
3657,GLOBAL,2000,8.744372,7.6054499,6.1,23.355831,,,66.77085146,55.54098,51.055957328,
3658,IRQ,2010,33.080718,14.833257,11.5,46.243137,,,71.06507591,82.96585,4.6,138516722649.573
3659,LVA,2012,21.687561,8.9268617,9.2,17.149649,1.0,,73.86536335,90.58126,0.0,27116149948.6683
3660,WB_LMI,2008,7.0416719,11.458153,6.8,26.895159,,,65.5652106,,,
3661,LTU,2015,23.668543,12.154509,,21.346294,0.7,,74.36612877,91.70107,0.0,41540954817.2039
3662,NPL,1990,0.49864519,6.2262572,4.0,,,,,,99.8,3627560239.48997
3663,CPV,2007,9.5760174,7.6271534,5.9,24.722649,8.1,,73.46976452,53.00935,33.2,1649621738.63689
3664,SRB,2013,18.572606,11.482774,8.4,46.172825,0.3,31.0,75.22896744,97.0087,29.2,50455529604.0696
3665,GBR,2012,24.769516,8.5494019,7.5,27.201212,0.2,,80.64107832,99.11602,0.0,2707089726614.64
3666,MHL,1992,34.666067,20.319785,11.5,,,,,,98.6,91063000.0
3667,JPN,1993,2.0630844,8.1670068,7.4,,,,,,0.0,4536940479038.25
3668,BGR,2007,16.088066,9.3292877,9.0,23.538982,1.7,,72.92323217,85.90002,,44431257128.8618
3669,IDN,1998,2.293729,4.1199114,4.7,,,,,,94.8,95445547872.715
3670,KEN,2005,5.7301644,3.7,3.0,11.986805,43.7,,56.3951405,29.84805,96.1,18737895512.7378
3671,TUR,1992,19.430359,6.0963009,6.2,,,,,,19.4,159104772991.851
3672,CIV,1991,2.3247387,4.1822776,3.0,,,,,,84.0,10492628580.7484
3673,MOZ,2015,7.1125194,5.3984564,,8.4076529,,,55.85530982,27.83605,95.7,16208985769.615
3674,BDI,2016,3.5942536,5.907619,,14.504001,,,63.24117705,45.85102,99.8,2644487776.50077
3675,FIN,1990,13.44673,4.6417441,6.4,,,,,,0.0,141446120354.533
3676,LBN,2009,24.953011,14.12966,10.9,44.867153,,,77.79033646,86.08798,,35399582928.6899
3677,USA,1994,21.889888,8.1757329,6.3,,,,,,0.0,7287236000000.0
3678,UZB,1999,11.382782,6.3811556,4.8,,,,,,17.2,17078465982.0282
3679,WB_LMI,2021,11.647269,17.554115,,37.386696,,,67.21688028,,,
3680,SAU,2005,30.465892,18.467423,10.7,56.946053,,,71.81634573,95.20973,0.0,328459608764.111
3681,KHM,1992,0.59423167,3.1357002,3.2,,,,,,99.4,2491486594.18917
3682,SGP,2001,4.8681539,10.52845,8.5,24.934271,,,79.14204312,100.0,0.0,89793790669.6515
3683,CHE,2010,11.812952,5.2601758,5.4,23.767481,0.0,,82.19541207,99.88113,0.0,598851027947.721
3684,TUR,1997,22.289601,7.2502293,7.2,,,,,,13.0,189878399894.643
3685,NRU,2022,69.918603,21.349189,,35.451496,,,,,0.0,152190818.868952
3686,BHR,2001,25.128773,11.0918,7.2,32.017952,,,70.36971635,99.93873,0.0,8976196808.51064
3687,ZWE,2000,6.848117,8.146029,4.1,20.448212,,,45.74529001,44.51701,66.4,6689958138.66446
3688,AND,2000,13.713376,7.4662976,8.4,35.909992,,,,100.0,0.0,1432606188.69324
3689,JPN,2020,5.1280685,10.680816,,43.12188,,,84.66324868,99.94358,0.0,5054068005376.28
3690,URY,2016,28.145823,14.810412,,32.172649,0.1,,76.84527198,96.90315,0.0,57480787465.2716
3691,KIR,2011,42.866999,19.902194,20.5,36.844852,,,61.40193967,40.82073,96.5,195970140.170383
3692,FRA,2013,11.528161,5.861171,7.9,29.739136,0.0,,81.81996075,98.65317,0.0,2816077607875.26
3693,GRC,2015,25.56676,11.331553,,33.30468,1.5,,80.41608244,98.97597,0.0,194567373678.099
3694,CHL,2022,38.914612,16.019334,,38.213932,,,,100.0,0.0,301226575540.242
3695,AGO,2020,10.761428,15.235479,,17.512449,,,62.64827403,51.66033,50.6,48501561203.5686
3696,DJI,2005,5.0892171,5.8717661,5.7,19.083061,,,60.0931017,48.44528,95.2,708633194.726566
3697,TLS,1998,0.45391261,3.0910844,3.3,,,,,,99.3,325729800.0
3698,MYS,2020,20.78255,22.866313,,40.061394,,,76.78965822,95.93881,12.45,337456163961.211
3699,GNB,2010,7.3479183,6.4416043,4.8,19.284864,67.1,,55.34491742,13.47606,98.8,940112538.936436
3700,OMN,2020,29.753733,16.863723,,39.844971,,,73.88668102,99.32025,0.0,75909492847.8544
3701,IRQ,2014,35.668409,16.823065,13.2,48.30415,,,70.22637913,90.04056,1.9,228415656174.957
3702,AMR,2008,25.222397,10.27798,7.9,31.149261,,,75.93790985,87.63672,9.7,
3703,AMR,1994,16.26246,7.2136432,5.9,,,,,,16.19,
3704,SEAR,2014,5.13949,14.157589,7.7,32.451134,,,69.73314803,58.93899,55.59,
3705,UKR,2007,20.634075,7.6362148,8.3,10.939392,0.1,,67.5915603,95.64326,6.1,148733861386.139
3706,BHR,2011,31.156132,13.456893,8.0,35.122742,,,74.19533253,99.98758,0.0,29914680851.0638
3707,LKA,2001,2.6105788,9.2134453,4.9,18.990988,,,72.65351771,77.56523,82.7,15749753804.8344
3708,MLT,2021,32.039562,13.000856,,41.358128,,,81.81193837,99.96445,0.0,19723563354.6779
3709,CPV,1990,3.4114189,5.7464689,3.7,,,,,,41.4,306890962.649533
3710,GMB,2014,10.265999,8.2830466,5.8,21.389757,,,63.57797414,46.56603,97.8,1229461721.40861
3711,KIR,1992,32.666466,12.954296,9.6,,,,,,99.7,61491369.281929
3712,MAR,2022,21.784347,18.708649,,24.509108,,,,87.51635,1.9,130951926351.241
3713,EGY,2014,38.910556,19.343002,16.2,32.592697,,,70.46262161,95.61779,0.2,305595408895.265
3714,KWT,1997,33.088434,12.276027,10.4,,,,,,0.0,30350190704.4361
3715,GHA,1997,4.9063202,3.8344339,3.3,,,,,,95.3,6891443192.24985
3716,RWA,2000,1.0416498,2.9732913,1.9,20.651655,77.2,,46.89447249,44.90537,99.9,2068836754.37431
3717,BTN,1997,2.7447622,8.9486279,6.3,,,,,,83.1,352229076.707627
3718,NIC,1996,16.942874,5.5597529,5.1,,,,,,71.4,4308351902.78601
3719,WB_LI,2012,6.4962171,7.2031073,4.6,17.449554,,,61.39453419,,,
3720,LBN,2008,24.497226,13.744196,10.5,43.750675,,,77.52542218,84.7788,,29118916105.4726
3721,BRB,2001,22.803551,16.368344,9.8,35.152248,,,75.05768919,89.35362,0.0,3054500000.0
3722,TUN,2011,21.566531,11.539259,10.9,27.702579,,,76.36110917,87.87215,0.5,48123325825.0739
3723,AUT,1999,11.712212,6.2241763,5.4,,,,,,0.0,216421809125.916
3724,NOR,1992,8.6692929,5.3397637,5.8,,,,,,0.0,130838040067.584
3725,TGO,1997,2.5733413,3.8536541,3.2,,,,,,99.9,2116818622.95834
3726,COM,2008,8.946722,4.0519707,4.8,11.719378,,,65.33611843,33.77931,97.7,915659107.965823
3727,BLZ,2004,29.027584,9.214586,7.8,34.208691,,,72.03089544,83.73926,17.6,1400850000.0
3728,PAK,2001,6.1987597,10.325789,7.2,27.069511,28.6,,61.67754226,32.80767,75.4,97145618479.9038
3729,COM,1993,3.7357315,3.6387052,3.2,,,,,,99.9,452881475.071813
3730,PER,1990,8.7522738,2.8468942,4.7,,,,,,92.8,26410386962.8019
3731,NOR,2002,12.854809,6.2702,6.5,32.398911,,,78.85942368,98.0698,0.0,195914852576.467
3732,DNK,2002,11.118694,3.9106239,6.0,25.059446,,,77.0288458,99.59724,0.0,178788209558.311
3733,TJK,2016,19.764823,9.6136935,,32.553272,,,72.72427435,95.68755,20.3,6992416096.89018
3734,SUR,2020,27.671951,19.731757,,47.638885,,,72.80157877,89.95421,5.4,2911807496.20227
3735,TZA,1993,2.3782263,4.1943517,2.6,,,,,,99.7,6182872707.82523
3736,ZWE,1998,6.4725012,7.925576,3.9,,,,,,66.0,6401968715.47602
3737,QAT,2009,33.563146,14.330335,11.8,48.448296,,,72.77133296,99.93655,0.0,97798351648.3516
3738,PRK,2016,8.0906846,11.322497,,24.693483,,,71.62258579,82.40861,90.7,
3739,LBN,2002,21.330711,11.896757,8.3,37.074451,,,76.55400992,76.92373,,19152238805.9701
3740,ESP,2001,18.540064,9.9210419,8.5,39.794926,,,79.39483865,99.81324,0.0,627798682378.741
3741,NZL,2018,31.879407,10.007632,,19.212887,,,81.75540508,100.0,0.0,211985631173.205
3742,THA,2006,7.6041847,8.0551997,7.5,18.793829,0.7,,73.40943067,94.13754,31.8,221758296021.621
3743,GNB,1991,2.0566666,4.9978763,2.7,,,,,,97.9,668470890.785147
3744,BEL,2003,15.634738,5.2463055,6.5,44.134106,0.2,,78.11449295,99.48512,0.0,318082528506.588
3745,PYF,2015,44.436082,16.154407,,,,,,,,5325846361.81186
3746,JOR,2004,32.62541,13.296431,10.0,26.892653,,,73.56285182,98.49476,0.2,11411706629.055
3747,IRL,2001,19.851993,4.8098065,6.0,38.396519,,,77.04413457,90.48185,0.0,109346669229.695
3748,MDV,2012,11.218479,6.1156657,8.2,24.361244,,,75.84622735,90.32412,3.6,2886163997.20531
3749,GNB,2003,5.1026005,5.5857208,4.0,20.65484,,,51.43513822,5.64179,98.8,553614800.145707
3750,USA,1996,23.693518,8.3856277,6.6,,,,,,0.0,8073122000000.0
3751,MYS,1995,6.9162793,8.9884847,5.9,,,,,,3.2,88705342902.7113
3752,SWE,2000,12.143698,5.1418278,6.6,29.916931,,,79.57418828,99.2071,0.0,262905197441.662
3753,GNQ,2011,13.620134,9.5773019,6.9,21.566109,,,59.83129965,64.62837,76.7,21357343668.9447
3754,GTM,2007,16.782556,12.107956,6.7,16.627567,,,70.68269963,64.27271,63.1,33567850824.1039
3755,KWT,2001,36.187318,13.677739,11.5,59.312469,,,78.81293796,100.0,0.0,34889559869.8326
3756,JAM,2022,33.807024,23.988913,,38.614437,,,,86.5526,7.0,17097760686.7775
3757,AUS,2002,20.80567,5.401608,6.9,26.639679,,,80.19005718,99.99175,0.0,395788696012.059
3758,CYP,1991,15.039085,5.6145377,5.2,,,,,,0.0,5770197348.48485
3759,KOR,2021,6.8892844,13.971068,,56.478672,,,83.79982334,99.82919,0.0,1818432106880.04
3760,QAT,2004,29.504678,15.131938,12.4,47.123634,,,70.84074247,99.93655,0.0,31734065934.0659
3761,PRK,1990,2.0682184,5.6483209,4.6,,,,,,99.5,
3762,WPR,2003,3.02815,6.3616574,6.4,21.544554,,,72.71503181,66.0722,50.36,
3763,NER,2009,3.5121113,5.0546966,3.7,19.904896,,,57.84177819,9.97724,98.7,7352131309.73341
3764,MDV,2014,12.194919,6.7968458,8.5,24.30636,,,76.80961188,92.7865,2.1,3697353039.20043
3765,KAZ,2002,14.143485,7.495752,8.6,18.383083,6.8,,65.03142074,96.86237,13.6,24636598527.4437
3766,SVN,2011,16.13026,10.295088,8.9,18.751562,0.0,,79.84960348,98.84484,0.0,51199194599.3094
3767,SRB,2009,17.188558,10.031781,7.9,46.988354,0.1,,73.97356349,96.34104,33.6,46955984409.7271
3768,CYP,2000,18.098167,7.0610113,6.5,42.380756,,,78.83247264,99.73975,0.0,9985847313.85485
3769,KHM,1996,0.75397408,3.2752,3.6,,,,,,98.4,3506695719.57259
3770,SEN,2020,9.5683575,6.3707523,,16.812077,,,68.56112195,58.09821,69.3,24530513037.7518
3771,SEN,2002,5.1596973,5.820993,4.2,20.549204,,,59.79580137,38.81865,63.1,7006402319.75856
3772,ROU,2004,14.300156,5.0494283,6.8,21.143118,,,71.76511513,74.51304,0.0,74973656851.8076
3773,DEU,1997,16.577204,8.1987724,6.2,,,,,,0.0,2218790886532.82
3774,PHL,2022,8.7417305,11.721153,,45.463844,,,,84.75716,42.4,404353369604.631
3775,NZL,2000,21.374531,6.7600846,7.3,21.155128,,,78.57519182,100.0,0.0,52623281956.7031
3776,BGD,2000,0.82735484,9.5249012,5.3,21.657143,34.8,,65.36178128,24.51319,92.3,53369787318.6245
3777,DEU,2009,20.371605,10.199649,7.0,16.978846,0.0,,79.99437865,99.22356,0.0,3479800820863.28
3778,NOR,2017,17.744565,6.9914095,,34.448559,,,82.33383151,98.05439,0.0,401745275035.261
3779,LBN,1996,17.704694,10.161908,7.2,,,,,,,13690217333.5879
3780,ECU,1994,11.010873,4.5205396,4.3,,,,,,19.8,22708673336.6683
3781,NIU,2014,62.161911,29.339525,26.4,9.5334892,,,,98.42056,3.1,
3782,UZB,2001,12.488211,6.6339985,5.1,9.0809298,,,62.16554368,93.53769,16.5,11401421329.1974
3783,AUT,2010,14.02496,7.0505954,5.8,26.842659,0.5,,80.39157197,99.98583,0.0,389827789217.634
3784,ATG,2015,28.659719,18.503022,,35.349339,,,75.61540401,97.3864,0.0,1437485185.18519
3785,GIN,1993,1.5294055,4.5627985,2.7,,,,,,99.5,4781166116.51789
3786,AZE,2017,24.000728,11.717032,,23.190073,,,74.6254737,96.12412,2.4,40866627351.9817
3787,GNQ,1994,6.9322713,7.270132,3.1,,,,,,83.7,100807002.540195
3788,ZAF,2001,23.438729,11.222371,7.0,49.405437,,,55.86714584,60.41514,41.4,135429905922.526
3789,STP,2017,13.792217,11.513779,,17.777681,,,71.25615442,42.46884,97.4,322002845.229335
3790,SWE,1996,10.641625,4.8044238,6.3,,,,,,0.0,291952430659.111
3791,CHL,2015,32.248336,12.964945,,32.674786,1.3,,80.12508082,99.36589,0.0,242450355830.884
3792,CHE,1996,9.9878512,4.5901518,4.9,,,,,,0.0,340103959546.926
3793,BRB,2010,29.439732,22.047031,12.6,39.052982,,,75.95734033,93.85478,0.0,5191188500.0
3794,BRA,2012,19.121417,8.8968478,7.7,35.867138,3.8,,74.28196582,83.54222,5.2,2465227802806.76
3795,MEX,1998,20.178491,11.755888,7.2,,,,,,18.8,557461102630.658
3796,SYR,2011,28.709683,14.416285,10.6,34.207355,,,71.88413217,91.36616,2.0,67539428159.4474
3797,CZE,2016,23.353016,9.8746732,,23.184597,,,78.93030378,99.13726,0.0,198160659303.939
3798,SRB,2017,20.167436,13.250613,,45.486752,,,75.57063328,97.67283,24.3,45972834713.8077
3799,MUS,2021,18.871538,27.513516,,29.672108,,,73.41967032,,1.0,11484348857.8529
3800,PHL,2016,6.7783259,7.7782996,,35.109131,,,69.24553796,77.78701,53.4,318627003016.731
3801,VUT,1991,14.19832,5.3098351,6.5,,,,,,90.2,201334169.054441
3802,LVA,2002,18.244994,6.8838298,8.2,20.334908,,,70.10625692,87.92899,0.0,9249030241.01864
3803,MAR,2005,13.472904,12.042389,8.6,22.101387,,,71.23383994,73.17732,6.0,68852658068.6673
3804,EMR,2000,14.698896,10.192178,7.4,29.37499,,,65.45448064,58.4009,44.62,
3805,PSE,2010,33.296052,13.241048,,36.766319,,,72.64524424,93.86457,,9681500000.0
3806,CHN,2009,3.7292685,7.3938839,7.8,20.923281,,,74.38654953,73.90606,44.7,5189577094997.58
3807,TUR,2008,28.067222,10.496544,10.8,41.154377,0.6,,76.65466357,91.93026,6.2,770449132861.373
3808,WB_HI,1992,12.996505,6.8282455,6.3,,,,,,,
3809,GRC,2014,25.248349,11.172707,9.1,33.049496,1.5,,80.83818972,98.91147,0.0,233911581521.062
3810,MMR,2019,6.6679314,11.480097,,21.741774,,,68.80517618,73.16532,64.1,75065106227.6892
3811,ZWE,2014,10.750912,8.8531733,4.6,17.88361,,,56.95717402,38.71709,70.2,19495547522.9895
3812,TZA,2005,5.0534256,5.3906184,3.6,10.610069,,,56.55203228,12.53382,99.2,18395383647.4975
3813,VUT,2019,20.266366,18.121542,,7.9804258,,,67.13030878,48.34087,83.9,936526267.622513
3814,COG,1999,4.8652425,7.6108962,4.1,,,,,,92.6,2354772960.28296
3815,EST,1990,13.662484,4.8154466,7.4,,,,,,0.0,
3816,SRB,2012,18.214916,11.09577,8.3,46.370579,,,74.84163486,96.84334,30.3,45103269969.4112
3817,COM,2006,8.0956541,4.0815759,4.5,11.16499,,,64.55149646,33.05024,98.3,698431793.872776
3818,PLW,1991,33.479092,14.114444,13.2,,,,,,0.0,106555300.0
3819,WB_UMI,1994,6.2631376,5.3335067,5.2,,,,,,,
3820,AND,2001,14.049263,7.7778772,8.5,35.523819,,,,100.0,0.0,1548265808.05802
3821,NZL,1997,18.799794,6.4082853,6.9,,,,,,0.0,66075143415.4952
3822,LBN,2005,23.021062,12.754275,9.2,40.405388,,,77.17133641,80.85126,,21497336498.8391
3823,CZE,2020,25.056922,11.064156,,23.280848,,,78.12978194,99.1369,0.0,251109660602.536
3824,ECU,2009,18.227142,7.2402351,6.3,21.569071,7.2,,74.93359345,79.2796,6.7,60094978000.0
3825,TUR,1999,23.478943,7.7554271,7.7,,,,,,11.1,256395932738.435
3826,BGD,1994,0.47126943,8.3041504,4.5,,,,,,93.4,33768660882.793
3827,MRT,1998,8.0183506,5.0234757,4.7,,,,,,73.1,2032347664.94993
3828,KNA,2010,37.281445,15.506837,13.0,36.528229,,,,92.99143,0.0,778718518.518518
3829,AFR,1990,3.567541,4.9105085,2.8,,,,,,88.44,
3830,MLI,1997,2.7171673,4.2208508,3.3,,,,,,99.4,2697105823.4661
3831,AGO,2014,9.0023339,13.438985,5.6,18.487064,,,61.13534716,46.11703,53.2,135966802586.713
